sample_id,prompt,response,label,response_token_ids,response_tokens,prompt_len,response_len,response_num_tokens,vocab_size,token_logprob_mean,token_logprob_std,token_logprob_min,token_logprob_max,token_prob_mean,token_prob_std,token_prob_min,token_prob_max,entropy_mean,entropy_std,entropy_min,entropy_max,top1_prob_mean,top1_prob_std,top1_prob_min,top1_prob_max,top1_gap_mean,top1_gap_std,top1_gap_min,top1_gap_max,top1_correct_mean,top1_correct_std,top1_correct_min,top1_correct_max,low_conf_ratio_p_lt_0_1,low_conf_ratio_p_lt_0_2,low_conf_ratio_p_lt_0_5,high_entropy_ratio,token_prob_diff_mean,token_prob_diff_std,token_prob_diff_min,token_prob_diff_max,entropy_diff_mean,entropy_diff_std,entropy_diff_min,entropy_diff_max,hidden_norm_last_mean,hidden_norm_last_std,hidden_norm_last_min,hidden_norm_last_max,hidden_norm_layer_0_mean,hidden_norm_layer_0_std,hidden_norm_layer_0_min,hidden_norm_layer_0_max,hidden_norm_layer_13_mean,hidden_norm_layer_13_std,hidden_norm_layer_13_min,hidden_norm_layer_13_max,hidden_norm_layer_26_mean,hidden_norm_layer_26_std,hidden_norm_layer_26_min,hidden_norm_layer_26_max,layer_cosine_0_1,layer_cosine_1_2
0,За что Оскар Густав Рейландер был удостоен медали на Всемирной выставке в Париже в 1855 году?,"Оскар Густав Рейландер был удостоен медали на Всемирной выставке в Париже в 1855 году за его достижения в области фотографии. Он представил свои работы, которые были признаны выдающимися и получили высокую оценку жюри выставки.",0,104969 44161 1979 47460 4122 1608 1629 78094 45131 438 102034 51501 322 51664 322 223 19 26 23 23 2150 759 1682 26221 322 4070 29194 16 5163 59954 7015 4499 14 2581 3629 80323 18137 90748 345 19507 36236 43284 63175 41454 16,"Оскар |  Гу | став |  Рей | лан | дер |  был |  удостоен |  медали |  на |  Всемирной |  выставке |  в |  Париже |  в |   | 1 | 8 | 5 | 5 |  году |  за |  его |  достижения |  в |  области |  фотографии | . |  Он |  представил |  свои |  работы | , |  которые |  были |  признаны |  выда | ющимися |  и |  получили |  высокую |  оценку |  жюри |  выставки | .",26.0,45.0,45.0,128256.0,-0.7236287593841553,1.2687290906906128,-7.21875,0.0,0.6801432371139526,0.3327834904193878,0.000732421875,1.0,1.1793211698532104,1.2583993673324585,0.000522613525390625,4.5,0.70849609375,0.29033973813056946,0.10693359375,1.0,0.601161003112793,0.3842523992061615,0.0,1.0,0.8222222328186035,0.38232555985450745,0.0,1.0,0.1111111119389534,0.1111111119389534,0.2888889014720917,0.4444444477558136,0.01202392578125,0.32546719908714294,-0.88671875,0.9375,-0.08190622925758362,1.3291902542114258,-4.34375,3.8125,79.33525085449219,4.446314811706543,64.64266967773438,85.40827178955078,0.8797999620437622,0.11914078146219254,0.5519254803657532,1.0553184747695923,18.656719207763672,1.989902138710022,14.184294700622559,23.876237869262695,79.33525085449219,4.446314811706543,64.64266967773438,85.40827178955078,0.038460031151771545,0.1417006105184555
1,В каком году рэпер King Von был убит?,"Рэпер King Von был убит 6 ноября 2020 года в Атланте, штат Джорджия.",0,753 1497 16786 12082 54897 1629 39022 223 24 11962 223 20 18 20 18 1539 322 24747 4122 1522 14 20905 45334 445 16,"Р | э | пер |  King |  Von |  был |  убит |   | 6 |  ноября |   | 2 | 0 | 2 | 0 |  года |  в |  Ат | лан | те | , |  штат |  Джордж | ия | .",12.0,25.0,25.0,128256.0,-0.49934205412864685,1.2604756355285645,-6.3125,0.0,0.8006194829940796,0.30202192068099976,0.0018157958984375,1.0,0.6185570359230042,1.0604361295700073,0.00016498565673828125,4.90625,0.8246288895606995,0.2643127143383026,0.09228515625,1.0,0.7420312762260437,0.36630958318710327,0.005859375,1.0,0.8399999737739563,0.36660605669021606,0.0,1.0,0.03999999910593033,0.03999999910593033,0.23999999463558197,0.3199999928474426,0.011555989272892475,0.37676286697387695,-0.72265625,0.77734375,-0.16253645718097687,1.1479192972183228,-4.0625,1.796875,78.50996398925781,5.257752418518066,62.74369812011719,89.11196899414062,0.8455962538719177,0.12344186753034592,0.5519254803657532,1.0516619682312012,18.88300132751465,2.711670160293579,14.352120399475098,25.77809715270996,78.50996398925781,5.257752418518066,62.74369812011719,89.11196899414062,0.01267593540251255,0.15712711215019226
2,Сколько миллионов рублей было выделено на реализацию программы защиты свидетелей в России на 2014—2018 годы?,На реализацию программы защиты свидетелей в России с 2014 по 2018 год было выделено около **350 миллионов рублей**.,1,4519 63372 13351 15566 100351 322 3712 324 223 20 18 19 22 710 223 20 18 19 26 1012 2981 107589 7534 4292 21 23 18 21070 6986 85251,На |  реализацию |  программы |  защиты |  свидетелей |  в |  России |  с |   | 2 | 0 | 1 | 4 |  по |   | 2 | 0 | 1 | 8 |  год |  было |  выделено |  около |  ** | 3 | 5 | 0 |  миллионов |  рублей | **.,26.0,30.0,30.0,128256.0,-0.797698974609375,1.5844155550003052,-7.5,0.0,0.7311179041862488,0.37378379702568054,0.000553131103515625,1.0,0.6604082584381104,1.058762550354004,3.409385681152344e-05,4.84375,0.8240559697151184,0.2609524130821228,0.1044921875,1.0,0.7461262941360474,0.3550349771976471,0.0,1.0,0.7333333492279053,0.4422166347503662,0.0,1.0,0.13333334028720856,0.1666666716337204,0.30000001192092896,0.23333333432674408,0.009193157777190208,0.39623141288757324,-0.953125,0.953125,-0.1453283578157425,0.8600746989250183,-2.265625,1.6640625,78.11930847167969,4.915339469909668,67.42694091796875,90.41862487792969,0.8354626893997192,0.09725190699100494,0.6751060485839844,1.044070839881897,17.226112365722656,1.5774389505386353,14.572644233703613,22.60965919494629,78.11930847167969,4.915339469909668,67.42694091796875,90.41862487792969,0.035075753927230835,0.13749080896377563
3,Какая компания лицензировала на русском языке фильм «Евангелион 2.22: Ты (не) пройдёшь» в 2013 году?,"Компания ""Кино без границ"" лицензировала на русском языке фильм ""Евангелион 2.22: Ты (не) пройдёшь"" в 2013 году.",1,29881 372 625 6076 2319 46595 4 22925 27869 438 45403 24121 12559 372 1110 10125 325 1664 516 223 20 16 20 20 28 28780 347 427 11 12520 280 115809 4 322 223 20 18 19 21 2150 16,"Компания |  "" | К | ино |  без |  границ | "" |  лиценз | ировала |  на |  русском |  языке |  фильм |  "" | Е | ван | г | ели | он |   | 2 | . | 2 | 2 | : |  Ты |  ( | не | ) |  прой | д | ёшь | "" |  в |   | 2 | 0 | 1 | 3 |  году | .",38.0,41.0,41.0,128256.0,-0.3213173449039459,0.9271935224533081,-4.5625,0.0,0.8782318830490112,0.2785246968269348,0.01043701171875,1.0,0.49156686663627625,1.2079224586486816,0.000141143798828125,4.71875,0.9015815258026123,0.22927549481391907,0.1484375,1.0,0.8739758133888245,0.2846430242061615,0.0,1.0,0.9268292784690857,0.26041653752326965,0.0,1.0,0.04878048598766327,0.0731707289814949,0.1463414579629898,0.17073170840740204,0.0042053223587572575,0.22419150173664093,-0.8203125,0.57421875,-0.095638707280159,0.7420511841773987,-2.9375,1.875,79.93529510498047,6.172168731689453,67.93401336669922,91.08715057373047,0.8155381083488464,0.12806783616542816,0.5519254803657532,1.0534058809280396,16.879270553588867,2.3368918895721436,12.465332984924316,22.4821834564209,79.93529510498047,6.172168731689453,67.93401336669922,91.08715057373047,0.04598964750766754,0.14741215109825134
4,Кто из британских ревизионистов в 2000 году пригласил Хейворда выступить на судебном процессе против Деборы Липштадт?,В 2000 году британский ревизионист Дэвид Ирвинг был приглашен выступать на судебном процессе против Деборы Липштадт.,1,576 223 20 18 18 18 2150 93462 26046 44691 70630 67250 18080 279 3386 1629 36526 2608 51254 438 35841 17100 4277 70481 1104 50952 106979 16,В |   | 2 | 0 | 0 | 0 |  году |  британский |  рев | изи | онист |  Дэвид |  Ир | в | инг |  был |  пригла | шен |  выступать |  на |  судебном |  процессе |  против |  Деб | оры |  Лип | штадт | .,29.0,28.0,28.0,128256.0,-0.8085131049156189,1.311694622039795,-6.1875,0.0,0.658294141292572,0.3517351448535919,0.0020599365234375,1.0,1.2864481210708618,1.5037928819656372,7.915496826171875e-05,5.25,0.7115303874015808,0.2891371250152588,0.1865234375,1.0,0.5990338921546936,0.39036279916763306,0.0,1.0,0.75,0.4330126941204071,0.0,1.0,0.1071428582072258,0.1428571492433548,0.3928571343421936,0.3214285671710968,0.013454861007630825,0.38285690546035767,-0.9296875,0.953125,-0.11102520674467087,1.6828948259353638,-4.5,3.59375,81.96070861816406,5.691994667053223,65.4156494140625,90.71227264404297,0.8979297876358032,0.12469006329774857,0.5519254803657532,1.0419809818267822,18.727251052856445,2.740135908126831,14.834680557250977,25.059743881225586,81.96070861816406,5.691994667053223,65.4156494140625,90.71227264404297,0.038818929344415665,0.14340350031852722
5,С кем из величайших поэтов античности Вергилий находится в Лимбе согласно «Божественной комедии» Данте Алигьери?,"Согласно «Божественной комедии» Данте Алигьери, Вергилий находится в Лимбе вместе с другими великими поэтами и мудрецами античности, такими как Гомер, Гораций, Овидий и Лукан.",0,18834 1191 806 4305 6398 101281 1076 38140 1522 32743 325 311 2352 14 19379 325 37222 8622 322 58773 7815 8582 324 15277 16456 2296 33969 1202 345 29773 459 15895 13754 76419 14 28319 1185 1359 25881 14 1359 1742 4000 14 931 9112 646 345 63834 360 16,"Согласно |  « | Б | оже | ственной |  комедии | » |  Дан | те |  Али | г | ь | ери | , |  Вер | г | илий |  находится |  в |  Лим | бе |  вместе |  с |  другими |  велик | ими |  поэт | ами |  и |  муд | ре | цами |  анти | чности | , |  такими |  как |  Г | омер | , |  Г | ора | ций | , |  О | вид | ий |  и |  Лук | ан | .",31.0,51.0,51.0,128256.0,-0.3836005628108978,1.1701686382293701,-8.125,0.0,0.8262925744056702,0.23922091722488403,0.0002956390380859375,1.0,0.6259313821792603,0.9173813462257385,0.00024318695068359375,5.25,0.838627815246582,0.20890700817108154,0.12353515625,1.0,0.7545955777168274,0.3032952845096588,0.033203125,1.0,0.9411764740943909,0.23529411852359772,0.0,1.0,0.03921568766236305,0.03921568766236305,0.0784313753247261,0.3333333432674408,0.01640624925494194,0.30491477251052856,-0.921875,0.8125,-0.0936596691608429,1.0163049697875977,-3.21875,2.375,80.25244140625,5.247828483581543,68.12459564208984,92.36888122558594,0.8764479160308838,0.11631134152412415,0.5519254803657532,1.0541177988052368,19.23722267150879,2.547276496887207,13.813045501708984,24.29819679260254,80.25244140625,5.247828483581543,68.12459564208984,92.36888122558594,0.026426104828715324,0.15410900115966797
6,"Какое название получил деревня Хейна после того, как пан Пута II Швиговский из Ризмберка обложил её жителей дополнительным налогом за убийство его обезьяны?",Деревня получила название «Обезьянья».,1,53961 22869 14694 1191 6918 888 20018 3136 5553,Деревня |  получила |  название |  « | Об | ез | ьян | ья | ».,38.0,9.0,9.0,128256.0,-2.027177572250366,3.1408071517944336,-10.625,-0.007781982421875,0.4643039107322693,0.36681079864501953,2.4318695068359375e-05,0.9921875,2.6809895038604736,1.8590449094772339,0.0703125,5.15625,0.5075412392616272,0.32529720664024353,0.10009765625,0.9921875,0.4312065839767456,0.34843993186950684,0.04296875,0.9921875,0.6666666865348816,0.4714045226573944,0.0,1.0,0.1111111119389534,0.3333333432674408,0.5555555820465088,0.5555555820465088,0.0177001953125,0.5183703899383545,-0.6875,0.84375,-0.2490234375,2.541597843170166,-4.1875,3.78125,78.72689819335938,3.062328338623047,72.42471313476562,84.60077667236328,0.8893965482711792,0.09693648666143417,0.7036100625991821,1.063985824584961,18.223831176757812,1.140238881111145,16.502445220947266,20.645347595214844,78.72689819335938,3.062328338623047,72.42471313476562,84.60077667236328,0.08045481145381927,0.11784933507442474
7,В каком томе манги Tokyo Mew Mew a la Mode появилась персонаж Ринго?,"Персонаж Ринго появился в 10-м томе манги ""Tokyo Mew Mew a la Mode"".",1,589 25522 1201 354 994 615 2086 31579 322 223 19 18 7716 3008 261 11231 1784 372 22332 19217 468 437 468 437 296 2148 21790 1865,"П | ерс | она | ж |  Р | ин | го |  появился |  в |   | 1 | 0 | -м |  том | е |  ман | ги |  "" | Tok | yo |  M | ew |  M | ew |  a |  la |  Mode | "".",21.0,28.0,28.0,128256.0,-0.6203504204750061,1.3212590217590332,-6.3125,0.0,0.7683753967285156,0.350590318441391,0.0018157958984375,1.0,0.6243618726730347,0.9922990202903748,6.151199340820312e-05,4.125,0.8329380750656128,0.2607646584510803,0.21484375,1.0,0.7745186686515808,0.3378424644470215,0.046875,1.0,0.8571428656578064,0.3499270975589752,0.0,1.0,0.1071428582072258,0.1071428582072258,0.2857142984867096,0.3214285671710968,0.016420718282461166,0.4186473786830902,-0.9140625,0.9609375,-0.09991229325532913,1.054347276687622,-3.78125,2.421875,77.15178680419922,5.101822376251221,66.90094757080078,90.93974304199219,0.8406850099563599,0.09318320453166962,0.6751060485839844,1.0323758125305176,18.739288330078125,2.692135810852051,15.612483024597168,27.870716094970703,77.15178680419922,5.101822376251221,66.90094757080078,90.93974304199219,0.03697887063026428,0.15863485634326935
8,На каком фестивале Земфира выступила в качестве хедлайнера в августе 2002 года в поддержку альбома «Четырнадцать недель тишины»?,В августе 2002 года Земфира выступила в качестве хедлайнера на фестивале «Нашествие».,0,576 32684 223 20 18 18 20 1539 22446 611 6323 74725 322 7637 983 508 4504 29185 438 74683 1191 40211 261 5963 5553,В |  августе |   | 2 | 0 | 0 | 2 |  года |  Зем | ф | ира |  выступила |  в |  качестве |  х | ед | лай | нера |  на |  фестивале |  « | Наш | е | ствие | ».,34.0,25.0,25.0,128256.0,-0.47428590059280396,1.0346671342849731,-4.34375,0.0,0.8051977753639221,0.3109588623046875,0.01300048828125,1.0,0.9613131880760193,1.4863969087600708,0.00157928466796875,5.25,0.8256445527076721,0.2703905403614044,0.09521484375,1.0,0.7879101634025574,0.3161639869213104,0.0166015625,1.0,0.8799999952316284,0.3249615430831909,0.0,1.0,0.07999999821186066,0.11999999731779099,0.1599999964237213,0.3199999928474426,0.0073445639573037624,0.3105396330356598,-0.75390625,0.9375,-0.1607259064912796,1.3097881078720093,-5.15625,1.1875,80.41513061523438,5.1041107177734375,68.45082092285156,90.10214233398438,0.8564626574516296,0.0971895381808281,0.6751060485839844,1.0452529191970825,18.352323532104492,2.415550947189331,15.104745864868164,24.269575119018555,80.41513061523438,5.1041107177734375,68.45082092285156,90.10214233398438,0.02844911627471447,0.12389490753412247
9,"В каком году была завершена работа над оперой «Аршак II», ставшей первой армянской национальной оперой и крупнейшим произведением Тиграна Чухаджяна?",Опера «Аршак II» была завершена в 1868 году.,0,20625 1381 1191 17824 374 494 7499 1076 3797 10002 34600 322 223 19 26 24 26 2150 16,Оп | ера |  « | Ар | ш | ак |  II | » |  была |  завер | шена |  в |   | 1 | 8 | 6 | 8 |  году | .,37.0,19.0,19.0,128256.0,-0.3736492097377777,1.1316767930984497,-5.125,0.0,0.8603050112724304,0.23892568051815033,0.005950927734375,1.0,0.6592575907707214,1.1594139337539673,0.002197265625,5.0,0.8635896444320679,0.22337490320205688,0.087890625,1.0,0.8186805844306946,0.26236283779144287,0.027587890625,1.0,0.9473684430122375,0.2232968807220459,0.0,1.0,0.05263157933950424,0.05263157933950424,0.05263157933950424,0.2631579041481018,0.0329861119389534,0.27878338098526,-0.3984375,0.96875,-0.20664723217487335,1.3260399103164673,-4.8125,1.546875,77.7180404663086,4.4073357582092285,64.27347564697266,82.6356430053711,0.8320469856262207,0.11024057865142822,0.5519254803657532,1.0439163446426392,17.680156707763672,2.0554425716400146,15.067513465881348,22.236400604248047,77.7180404663086,4.4073357582092285,64.27347564697266,82.6356430053711,0.03535088524222374,0.1372033804655075
